Event,RunTime,ADC,SiPM,DownTime,Temp,Time_stamp_ms,Time_stamp,Time_stamp2,Time_stamp3
1863,29603525,527,155.96,5569656,27.45,1720477796525.0,2024-07-08 22:29:56.525,2024-07-08 22:29:56,2024-07-08 22:29:00
1864,29604472,572,183.73,5569850,27.34,1720477797472.0,2024-07-08 22:29:57.472,2024-07-08 22:29:57,2024-07-08 22:29:00
1865,29614535,511,149.39,5571746,27.34,1720477807535.0,2024-07-08 22:30:07.535,2024-07-08 22:30:07,2024-07-08 22:30:00
1866,29615199,536,160.18,5571938,27.56,1720477808199.0,2024-07-08 22:30:08.199,2024-07-08 22:30:08,2024-07-08 22:30:00
1867,29622314,624,242.54,5573265,27.45,1720477815314.0,2024-07-08 22:30:15.314,2024-07-08 22:30:15,2024-07-08 22:30:00
1868,29644423,408,90.57,5577435,27.45,1720477837423.0,2024-07-08 22:30:37.423,2024-07-08 22:30:37,2024-07-08 22:30:00
1869,29644654,542,168.67,5577440,27.34,1720477837654.0,2024-07-08 22:30:37.654,2024-07-08 22:30:37,2024-07-08 22:30:00
1870,29704553,529,156.43,5588805,27.34,1720477897553.0,2024-07-08 22:31:37.553,2024-07-08 22:31:37,2024-07-08 22:31:00
1871,29708370,652,262.1,5589567,27.56,1720477901370.0,2024-07-08 22:31:41.370,2024-07-08 22:31:41,2024-07-08 22:31:00
1872,29719243,540,166.11,5591650,27.34,1720477912243.0,2024-07-08 22:31:52.243,2024-07-08 22:31:52,2024-07-08 22:31:00
1873,29719413,504,143.61,5591655,27.45,1720477912413.0,2024-07-08 22:31:52.413,2024-07-08 22:31:52,2024-07-08 22:31:00
1874,29720676,518,151.06,5591848,27.34,1720477913676.0,2024-07-08 22:31:53.676,2024-07-08 22:31:53,2024-07-08 22:31:00
1875,29748387,499,141.24,5597126,27.45,1720477941387.0,2024-07-08 22:32:21.387,2024-07-08 22:32:21,2024-07-08 22:32:00
1876,29768246,540,166.11,5600895,27.45,1720477961246.0,2024-07-08 22:32:41.246,2024-07-08 22:32:41,2024-07-08 22:32:00
1877,29787318,568,189.84,5604497,27.67,1720477980318.0,2024-07-08 22:33:00.318,2024-07-08 22:33:00,2024-07-08 22:33:00
1878,29795640,536,160.18,5606017,27.34,1720477988640.0,2024-07-08 22:33:08.640,2024-07-08 22:33:08,2024-07-08 22:33:00
1879,29870499,611,211.89,5620189,27.34,1720478063499.0,2024-07-08 22:34:23.499,2024-07-08 22:34:23,2024-07-08 22:34:00
1880,29876385,199,33.86,5621329,27.56,1720478069385.0,2024-07-08 22:34:29.385,2024-07-08 22:34:29,2024-07-08 22:34:00
1881,29901486,510,148.47,5625969,27.56,1720478094486.0,2024-07-08 22:34:54.486,2024-07-08 22:34:54,2024-07-08 22:34:00
1882,29904211,624,242.54,5626538,27.34,1720478097211.0,2024-07-08 22:34:57.211,2024-07-08 22:34:57,2024-07-08 22:34:00
1883,29906407,540,166.11,5626921,27.56,1720478099407.0,2024-07-08 22:34:59.407,2024-07-08 22:34:59,2024-07-08 22:34:00
1884,29909930,540,166.11,5627494,27.34,1720478102930.0,2024-07-08 22:35:02.930,2024-07-08 22:35:02,2024-07-08 22:35:00
1885,29911636,540,166.11,5627878,27.34,1720478104636.0,2024-07-08 22:35:04.636,2024-07-08 22:35:04,2024-07-08 22:35:00
1886,29921330,281,48.9,5629775,27.45,1720478114330.0,2024-07-08 22:35:14.330,2024-07-08 22:35:14,2024-07-08 22:35:00
1887,29929456,639,249.88,5631270,27.45,1720478122456.0,2024-07-08 22:35:22.456,2024-07-08 22:35:22,2024-07-08 22:35:00
1888,29942423,494,141.37,5633734,27.45,1720478135423.0,2024-07-08 22:35:35.423,2024-07-08 22:35:35,2024-07-08 22:35:00
1889,29951580,519,154.3,5635433,27.45,1720478144580.0,2024-07-08 22:35:44.580,2024-07-08 22:35:44,2024-07-08 22:35:00
1890,29984444,536,160.18,5641659,27.34,1720478177444.0,2024-07-08 22:36:17.444,2024-07-08 22:36:17,2024-07-08 22:36:00
1891,30020228,536,160.18,5648468,27.45,1720478213228.0,2024-07-08 22:36:53.228,2024-07-08 22:36:53,2024-07-08 22:36:00
1892,30045627,511,149.39,5653200,27.56,1720478238627.0,2024-07-08 22:37:18.627,2024-07-08 22:37:18,2024-07-08 22:37:00
1893,30048188,536,160.18,5653767,27.67,1720478241188.0,2024-07-08 22:37:21.188,2024-07-08 22:37:21,2024-07-08 22:37:00
1894,30137912,524,150.73,5670610,27.34,1720478330912.0,2024-07-08 22:38:50.912,2024-07-08 22:38:50,2024-07-08 22:38:00
1895,30160994,551,164.56,5674939,27.56,1720478353994.0,2024-07-08 22:39:13.994,2024-07-08 22:39:13,2024-07-08 22:39:00
1896,30221745,505,145.23,5686477,27.67,1720478414745.0,2024-07-08 22:40:14.745,2024-07-08 22:40:14,2024-07-08 22:40:00
1897,30231798,632,232.56,5688370,27.67,1720478424798.0,2024-07-08 22:40:24.798,2024-07-08 22:40:24,2024-07-08 22:40:00
1898,30243371,547,162.22,5690643,27.34,1720478436371.0,2024-07-08 22:40:36.371,2024-07-08 22:40:36,2024-07-08 22:40:00
1899,30305750,476,129.76,5702367,27.34,1720478498750.0,2024-07-08 22:41:38.750,2024-07-08 22:41:38,2024-07-08 22:41:00
1900,30313306,550,172.2,5703875,27.56,1720478506306.0,2024-07-08 22:41:46.306,2024-07-08 22:41:46,2024-07-08 22:41:00
1901,30315768,505,145.23,5704261,27.34,1720478508768.0,2024-07-08 22:41:48.768,2024-07-08 22:41:48,2024-07-08 22:41:00
1902,30316363,639,249.88,5704453,27.45,1720478509363.0,2024-07-08 22:41:49.363,2024-07-08 22:41:49,2024-07-08 22:41:00
1903,30324796,524,150.73,5705974,27.34,1720478517796.0,2024-07-08 22:41:57.796,2024-07-08 22:41:57,2024-07-08 22:41:00
1904,30326256,709,376.18,5706359,27.56,1720478519256.0,2024-07-08 22:41:59.256,2024-07-08 22:41:59,2024-07-08 22:41:00
1905,30358466,504,143.61,5712409,27.45,1720478551466.0,2024-07-08 22:42:31.466,2024-07-08 22:42:31,2024-07-08 22:42:00
1906,30398320,494,141.37,5719938,27.56,1720478591320.0,2024-07-08 22:43:11.320,2024-07-08 22:43:11,2024-07-08 22:43:00
1907,30399651,513,148.53,5720133,27.56,1720478592651.0,2024-07-08 22:43:12.651,2024-07-08 22:43:12,2024-07-08 22:43:00
1908,30399744,376,76.43,5720138,27.45,1720478592744.0,2024-07-08 22:43:12.744,2024-07-08 22:43:12,2024-07-08 22:43:00
1909,30444777,807,770.01,5728521,27.45,1720478637777.0,2024-07-08 22:43:57.777,2024-07-08 22:43:57,2024-07-08 22:43:00
1910,30456682,679,318.29,5730795,27.77,1720478649682.0,2024-07-08 22:44:09.682,2024-07-08 22:44:09,2024-07-08 22:44:00
1911,30461996,627,249.17,5731748,27.45,1720478654996.0,2024-07-08 22:44:14.996,2024-07-08 22:44:14,2024-07-08 22:44:00
1912,30487699,569,185.56,5736681,27.56,1720478680699.0,2024-07-08 22:44:40.699,2024-07-08 22:44:40,2024-07-08 22:44:00
1913,30491940,511,149.39,5737442,27.45,1720478684940.0,2024-07-08 22:44:44.940,2024-07-08 22:44:44,2024-07-08 22:44:00
1914,30507191,504,143.61,5740449,27.34,1720478700191.0,2024-07-08 22:45:00.191,2024-07-08 22:45:00,2024-07-08 22:45:00
1915,30508860,399,87.3,5740643,27.67,1720478701860.0,2024-07-08 22:45:01.860,2024-07-08 22:45:01,2024-07-08 22:45:00
1916,30527320,536,160.18,5744184,27.56,1720478720320.0,2024-07-08 22:45:20.320,2024-07-08 22:45:20,2024-07-08 22:45:00
1917,30528321,572,183.73,5744379,27.45,1720478721321.0,2024-07-08 22:45:21.321,2024-07-08 22:45:21,2024-07-08 22:45:00
1918,30600714,316,56.81,5758022,27.56,1720478793714.0,2024-07-08 22:46:33.714,2024-07-08 22:46:33,2024-07-08 22:46:00
1919,30628559,608,202.86,5763242,27.67,1720478821559.0,2024-07-08 22:47:01.559,2024-07-08 22:47:01,2024-07-08 22:47:00
1920,30632854,482,129.6,5764002,27.34,1720478825854.0,2024-07-08 22:47:05.854,2024-07-08 22:47:05,2024-07-08 22:47:00
1921,30639919,624,242.54,5765326,27.67,1720478832919.0,2024-07-08 22:47:12.919,2024-07-08 22:47:12,2024-07-08 22:47:00
1922,30658631,711,380.66,5768927,27.45,1720478851631.0,2024-07-08 22:47:31.631,2024-07-08 22:47:31,2024-07-08 22:47:00
1923,30705891,537,162.17,5777824,27.56,1720478898891.0,2024-07-08 22:48:18.891,2024-07-08 22:48:18,2024-07-08 22:48:00
1924,30715855,526,158.17,5779721,27.34,1720478908855.0,2024-07-08 22:48:28.855,2024-07-08 22:48:28,2024-07-08 22:48:00
1925,30732634,540,166.11,5782928,27.34,1720478925634.0,2024-07-08 22:48:45.634,2024-07-08 22:48:45,2024-07-08 22:48:00
1926,30750660,504,143.61,5786325,27.34,1720478943660.0,2024-07-08 22:49:03.660,2024-07-08 22:49:03,2024-07-08 22:49:00
1927,30753548,543,164.77,5786895,27.56,1720478946548.0,2024-07-08 22:49:06.548,2024-07-08 22:49:06,2024-07-08 22:49:00
1928,30773979,527,155.96,5790687,27.56,1720478966979.0,2024-07-08 22:49:26.979,2024-07-08 22:49:26,2024-07-08 22:49:00
1929,30777212,831,853.96,5791446,27.45,1720478970212.0,2024-07-08 22:49:30.212,2024-07-08 22:49:30,2024-07-08 22:49:00
1930,30829251,499,141.24,5801297,27.45,1720479022251.0,2024-07-08 22:50:22.251,2024-07-08 22:50:22,2024-07-08 22:50:00
1931,30842574,481,129.57,5803755,27.67,1720479035574.0,2024-07-08 22:50:35.574,2024-07-08 22:50:35,2024-07-08 22:50:00
1932,30856222,696,307.73,5806378,27.67,1720479049222.0,2024-07-08 22:50:49.222,2024-07-08 22:50:49,2024-07-08 22:50:00
1933,30866602,300,52.79,5808268,27.34,1720479059602.0,2024-07-08 22:50:59.602,2024-07-08 22:50:59,2024-07-08 22:50:00
1934,30871768,65,18.22,5809199,27.56,1720479064768.0,2024-07-08 22:51:04.768,2024-07-08 22:51:04,2024-07-08 22:51:00
1935,30872716,655,252.34,5809388,27.45,1720479065716.0,2024-07-08 22:51:05.716,2024-07-08 22:51:05,2024-07-08 22:51:00
1936,30879952,505,145.23,5810715,27.34,1720479072952.0,2024-07-08 22:51:12.952,2024-07-08 22:51:12,2024-07-08 22:51:00
1937,30946573,604,210.97,5823345,27.45,1720479139573.0,2024-07-08 22:52:19.573,2024-07-08 22:52:19,2024-07-08 22:52:00
1938,30969444,665,286.02,5827690,27.45,1720479162444.0,2024-07-08 22:52:42.444,2024-07-08 22:52:42,2024-07-08 22:52:00
1939,30970432,249,42.85,5827885,27.45,1720479163432.0,2024-07-08 22:52:43.432,2024-07-08 22:52:43,2024-07-08 22:52:00
1940,30972639,384,80.08,5828261,27.45,1720479165639.0,2024-07-08 22:52:45.639,2024-07-08 22:52:45,2024-07-08 22:52:00
1941,30980439,691,332.16,5829755,27.56,1720479173439.0,2024-07-08 22:52:53.439,2024-07-08 22:52:53,2024-07-08 22:52:00
1942,30991663,519,154.3,5831841,27.45,1720479184663.0,2024-07-08 22:53:04.663,2024-07-08 22:53:04,2024-07-08 22:53:00
1943,30992371,540,166.11,5832034,27.45,1720479185371.0,2024-07-08 22:53:05.371,2024-07-08 22:53:05,2024-07-08 22:53:00
1944,30995389,543,164.77,5832606,27.56,1720479188389.0,2024-07-08 22:53:08.389,2024-07-08 22:53:08,2024-07-08 22:53:00
1945,30997626,521,150.31,5832990,27.34,1720479190626.0,2024-07-08 22:53:10.626,2024-07-08 22:53:10,2024-07-08 22:53:00
1946,31021569,718,366.73,5837513,27.45,1720479214569.0,2024-07-08 22:53:34.569,2024-07-08 22:53:34,2024-07-08 22:53:00
1947,31035637,527,155.96,5840171,27.56,1720479228637.0,2024-07-08 22:53:48.637,2024-07-08 22:53:48,2024-07-08 22:53:00
1948,31053983,574,181.47,5843575,27.56,1720479246983.0,2024-07-08 22:54:06.983,2024-07-08 22:54:06,2024-07-08 22:54:00
1949,31064582,275,47.73,5845658,27.45,1720479257582.0,2024-07-08 22:54:17.582,2024-07-08 22:54:17,2024-07-08 22:54:00
1950,31073385,543,164.77,5847330,27.45,1720479266385.0,2024-07-08 22:54:26.385,2024-07-08 22:54:26,2024-07-08 22:54:00
1951,31076936,505,145.23,5847902,27.45,1720479269936.0,2024-07-08 22:54:29.936,2024-07-08 22:54:29,2024-07-08 22:54:00
1952,31120812,515,147.53,5856176,27.34,1720479313812.0,2024-07-08 22:55:13.812,2024-07-08 22:55:13,2024-07-08 22:55:00
1953,31123791,319,57.64,5856743,27.67,1720479316791.0,2024-07-08 22:55:16.791,2024-07-08 22:55:16,2024-07-08 22:55:00
1954,31128433,527,155.96,5857683,27.34,1720479321433.0,2024-07-08 22:55:21.433,2024-07-08 22:55:21,2024-07-08 22:55:00
1955,31152356,326,59.13,5862227,27.56,1720479345356.0,2024-07-08 22:55:45.356,2024-07-08 22:55:45,2024-07-08 22:55:00
1956,31160429,668,291.28,5863717,27.45,1720479353429.0,2024-07-08 22:55:53.429,2024-07-08 22:55:53,2024-07-08 22:55:00
1957,31167875,743,466.23,5865046,27.45,1720479360875.0,2024-07-08 22:56:00.875,2024-07-08 22:56:00,2024-07-08 22:56:00
1958,31197363,679,318.29,5870727,27.34,1720479390363.0,2024-07-08 22:56:30.363,2024-07-08 22:56:30,2024-07-08 22:56:00
1959,31200839,512,144.44,5871297,27.56,1720479393839.0,2024-07-08 22:56:33.839,2024-07-08 22:56:33,2024-07-08 22:56:00
1960,31230936,192,32.67,5876939,27.77,1720479423936.0,2024-07-08 22:57:03.936,2024-07-08 22:57:03,2024-07-08 22:57:00
1961,31231544,236,40.44,5877128,27.67,1720479424544.0,2024-07-08 22:57:04.544,2024-07-08 22:57:04,2024-07-08 22:57:00
1962,31235268,515,147.53,5877872,27.45,1720479428268.0,2024-07-08 22:57:08.268,2024-07-08 22:57:08,2024-07-08 22:57:00
1963,31235891,483,132.6,5877878,27.67,1720479428891.0,2024-07-08 22:57:08.891,2024-07-08 22:57:08,2024-07-08 22:57:00
1964,31255641,558,172.78,5881647,27.34,1720479448641.0,2024-07-08 22:57:28.641,2024-07-08 22:57:28,2024-07-08 22:57:00
1965,31263572,515,147.53,5883167,27.45,1720479456572.0,2024-07-08 22:57:36.572,2024-07-08 22:57:36,2024-07-08 22:57:00
1966,31264325,519,154.3,5883359,27.56,1720479457325.0,2024-07-08 22:57:37.325,2024-07-08 22:57:37,2024-07-08 22:57:00
1967,31269746,568,189.84,5884305,27.77,1720479462746.0,2024-07-08 22:57:42.746,2024-07-08 22:57:42,2024-07-08 22:57:00
1968,31281880,511,149.39,5886571,27.67,1720479474880.0,2024-07-08 22:57:54.880,2024-07-08 22:57:54,2024-07-08 22:57:00
1969,31295461,560,175.34,5889214,27.45,1720479488461.0,2024-07-08 22:58:08.461,2024-07-08 22:58:08,2024-07-08 22:58:00
1970,31297817,547,162.22,5889597,27.34,1720479490817.0,2024-07-08 22:58:10.817,2024-07-08 22:58:10,2024-07-08 22:58:00
1971,31317796,558,172.78,5893381,27.56,1720479510796.0,2024-07-08 22:58:30.796,2024-07-08 22:58:30,2024-07-08 22:58:00
1972,31348324,460,119.54,5899240,27.56,1720479541324.0,2024-07-08 22:59:01.324,2024-07-08 22:59:01,2024-07-08 22:59:00
1973,31355333,583,201.26,5900556,27.45,1720479548333.0,2024-07-08 22:59:08.333,2024-07-08 22:59:08,2024-07-08 22:59:00
1974,31360518,670,272.62,5901507,27.45,1720479553518.0,2024-07-08 22:59:13.518,2024-07-08 22:59:13,2024-07-08 22:59:00
1975,31402832,568,189.84,5909463,27.34,1720479595832.0,2024-07-08 22:59:55.832,2024-07-08 22:59:55,2024-07-08 22:59:00
1976,31413838,510,148.47,5911552,27.56,1720479606838.0,2024-07-08 23:00:06.838,2024-07-08 23:00:06,2024-07-08 23:00:00
1977,31424493,652,262.1,5913629,27.67,1720479617493.0,2024-07-08 23:00:17.493,2024-07-08 23:00:17,2024-07-08 23:00:00
1978,31440700,575,187.3,5916658,27.45,1720479633700.0,2024-07-08 23:00:33.700,2024-07-08 23:00:33,2024-07-08 23:00:00
1979,31441529,515,147.53,5916851,27.45,1720479634529.0,2024-07-08 23:00:34.529,2024-07-08 23:00:34,2024-07-08 23:00:00
1980,31482330,601,200.55,5924575,27.45,1720479675330.0,2024-07-08 23:01:15.330,2024-07-08 23:01:15,2024-07-08 23:01:00
1981,31484850,670,272.62,5924958,27.67,1720479677850.0,2024-07-08 23:01:17.850,2024-07-08 23:01:17,2024-07-08 23:01:00
1982,31484931,510,148.47,5924963,27.56,1720479677931.0,2024-07-08 23:01:17.931,2024-07-08 23:01:17,2024-07-08 23:01:00
1983,31532801,807,770.01,5933999,27.45,1720479725801.0,2024-07-08 23:02:05.801,2024-07-08 23:02:05,2024-07-08 23:02:00
1984,31547527,515,147.53,5936843,27.56,1720479740527.0,2024-07-08 23:02:20.527,2024-07-08 23:02:20,2024-07-08 23:02:00
1985,31572234,615,227.36,5941561,27.45,1720479765234.0,2024-07-08 23:02:45.234,2024-07-08 23:02:45,2024-07-08 23:02:00
1986,31574384,572,183.73,5941942,27.45,1720479767384.0,2024-07-08 23:02:47.384,2024-07-08 23:02:47,2024-07-08 23:02:00
1987,31578306,684,283.21,5942704,27.45,1720479771306.0,2024-07-08 23:02:51.306,2024-07-08 23:02:51,2024-07-08 23:02:00
1988,31589509,510,148.47,5944791,27.34,1720479782509.0,2024-07-08 23:03:02.509,2024-07-08 23:03:02,2024-07-08 23:03:00
1989,31590708,723,388.29,5944986,27.56,1720479783708.0,2024-07-08 23:03:03.708,2024-07-08 23:03:03,2024-07-08 23:03:00
1990,31591710,512,144.44,5945179,27.45,1720479784710.0,2024-07-08 23:03:04.710,2024-07-08 23:03:04,2024-07-08 23:03:00
1991,31604420,348,65.64,5947635,27.67,1720479797420.0,2024-07-08 23:03:17.420,2024-07-08 23:03:17,2024-07-08 23:03:00
1992,31620768,398,85.63,5950616,27.45,1720479813768.0,2024-07-08 23:03:33.768,2024-07-08 23:03:33,2024-07-08 23:03:00
1993,31629214,689,300.98,5952297,27.56,1720479822214.0,2024-07-08 23:03:42.214,2024-07-08 23:03:42,2024-07-08 23:03:00
1994,31661244,487,132.65,5958367,27.56,1720479854244.0,2024-07-08 23:04:14.244,2024-07-08 23:04:14,2024-07-08 23:04:00
1995,31665232,463,119.23,5959128,27.56,1720479858232.0,2024-07-08 23:04:18.232,2024-07-08 23:04:18,2024-07-08 23:04:00
1996,31670572,606,221.61,5960074,27.34,1720479863572.0,2024-07-08 23:04:23.572,2024-07-08 23:04:23,2024-07-08 23:04:00
1997,31677210,255,43.96,5961405,27.88,1720479870210.0,2024-07-08 23:04:30.210,2024-07-08 23:04:30,2024-07-08 23:04:00
1998,31713628,512,144.44,5968076,27.77,1720479906628.0,2024-07-08 23:05:06.628,2024-07-08 23:05:06,2024-07-08 23:05:00
1999,31725454,531,160.62,5970344,27.56,1720479918454.0,2024-07-08 23:05:18.454,2024-07-08 23:05:18,2024-07-08 23:05:00
2000,31738428,736,412.77,5972808,27.56,1720479931428.0,2024-07-08 23:05:31.428,2024-07-08 23:05:31,2024-07-08 23:05:00
2001,31744670,216,36.85,5973948,27.67,1720479937670.0,2024-07-08 23:05:37.670,2024-07-08 23:05:37,2024-07-08 23:05:00
2002,31745353,595,212.63,5974138,27.34,1720479938353.0,2024-07-08 23:05:38.353,2024-07-08 23:05:38,2024-07-08 23:05:00
2003,31870385,519,154.3,5997798,27.56,1720480063385.0,2024-07-08 23:07:43.385,2024-07-08 23:07:43,2024-07-08 23:07:00
2004,31875942,515,147.53,5998743,27.45,1720480068942.0,2024-07-08 23:07:48.942,2024-07-08 23:07:48,2024-07-08 23:07:00
2005,31884541,499,141.24,6000444,27.56,1720480077541.0,2024-07-08 23:07:57.541,2024-07-08 23:07:57,2024-07-08 23:07:00
2006,31896939,510,148.47,6002701,27.45,1720480089939.0,2024-07-08 23:08:09.939,2024-07-08 23:08:09,2024-07-08 23:08:00
2007,31910958,515,147.53,6005334,27.56,1720480103958.0,2024-07-08 23:08:23.958,2024-07-08 23:08:23,2024-07-08 23:08:00
2008,31918253,741,387.35,6006843,27.34,1720480111253.0,2024-07-08 23:08:31.253,2024-07-08 23:08:31,2024-07-08 23:08:00
2009,31918445,540,166.11,6006848,27.45,1720480111445.0,2024-07-08 23:08:31.445,2024-07-08 23:08:31,2024-07-08 23:08:00
2010,31947978,543,164.77,6012341,27.34,1720480140978.0,2024-07-08 23:09:00.978,2024-07-08 23:09:00,2024-07-08 23:09:00
2011,31967651,691,332.16,6016133,27.56,1720480160651.0,2024-07-08 23:09:20.651,2024-07-08 23:09:20,2024-07-08 23:09:00
2012,31974916,639,249.88,6017468,27.45,1720480167916.0,2024-07-08 23:09:27.916,2024-07-08 23:09:27,2024-07-08 23:09:00
2013,31987532,519,154.3,6019933,27.34,1720480180532.0,2024-07-08 23:09:40.532,2024-07-08 23:09:40,2024-07-08 23:09:00
2014,32020953,409,91.12,6026155,27.67,1720480213953.0,2024-07-08 23:10:13.953,2024-07-08 23:10:13,2024-07-08 23:10:00
2015,32027600,369,73.42,6027467,27.34,1720480220600.0,2024-07-08 23:10:20.600,2024-07-08 23:10:20,2024-07-08 23:10:00
2016,32104533,517,151.05,6041815,27.67,1720480297533.0,2024-07-08 23:11:37.533,2024-07-08 23:11:37,2024-07-08 23:11:00
2017,32133578,594,199.72,6047282,27.45,1720480326578.0,2024-07-08 23:12:06.578,2024-07-08 23:12:06,2024-07-08 23:12:00
2018,32143829,511,149.39,6049177,27.45,1720480336829.0,2024-07-08 23:12:16.829,2024-07-08 23:12:16,2024-07-08 23:12:00
2019,32144613,89,21.05,6049369,27.67,1720480337613.0,2024-07-08 23:12:17.613,2024-07-08 23:12:17,2024-07-08 23:12:00
2020,32144991,658,288.85,6049374,27.34,1720480337991.0,2024-07-08 23:12:17.991,2024-07-08 23:12:17,2024-07-08 23:12:00
2021,32215905,768,471.89,6062814,27.56,1720480408905.0,2024-07-08 23:13:28.905,2024-07-08 23:13:28,2024-07-08 23:13:00
2022,32253378,487,132.65,6070010,27.56,1720480446378.0,2024-07-08 23:14:06.378,2024-07-08 23:14:06,2024-07-08 23:14:00
2023,32284341,736,412.77,6075860,27.56,1720480477341.0,2024-07-08 23:14:37.341,2024-07-08 23:14:37,2024-07-08 23:14:00
2024,32313422,774,587.37,6081353,27.45,1720480506422.0,2024-07-08 23:15:06.422,2024-07-08 23:15:06,2024-07-08 23:15:00
2025,32392394,519,154.3,6096310,27.67,1720480585394.0,2024-07-08 23:16:25.394,2024-07-08 23:16:25,2024-07-08 23:16:00
2026,32411340,255,43.96,6099894,27.45,1720480604340.0,2024-07-08 23:16:44.340,2024-07-08 23:16:44,2024-07-08 23:16:00
2027,32416807,529,156.43,6100824,27.45,1720480609807.0,2024-07-08 23:16:49.807,2024-07-08 23:16:49,2024-07-08 23:16:00
2028,32418915,556,174.47,6101204,27.56,1720480611915.0,2024-07-08 23:16:51.915,2024-07-08 23:16:51,2024-07-08 23:16:00
2029,32430767,572,183.73,6103474,27.56,1720480623767.0,2024-07-08 23:17:03.767,2024-07-08 23:17:03,2024-07-08 23:17:00
2030,32431986,547,162.22,6103668,27.45,1720480624986.0,2024-07-08 23:17:04.986,2024-07-08 23:17:04,2024-07-08 23:17:00
2031,32438462,432,101.61,6104993,27.67,1720480631462.0,2024-07-08 23:17:11.462,2024-07-08 23:17:11,2024-07-08 23:17:00
2032,32443423,568,189.84,6105931,27.45,1720480636423.0,2024-07-08 23:17:16.423,2024-07-08 23:17:16,2024-07-08 23:17:00
2033,32455428,562,184.71,6108207,27.45,1720480648428.0,2024-07-08 23:17:28.428,2024-07-08 23:17:28,2024-07-08 23:17:00
2034,32472798,551,164.56,6111428,27.45,1720480665798.0,2024-07-08 23:17:45.798,2024-07-08 23:17:45,2024-07-08 23:17:00
2035,32491726,504,143.61,6115032,27.67,1720480684726.0,2024-07-08 23:18:04.726,2024-07-08 23:18:04,2024-07-08 23:18:00
2036,32552716,681,309.95,6126531,27.34,1720480745716.0,2024-07-08 23:19:05.716,2024-07-08 23:19:05,2024-07-08 23:19:00
2037,32559412,540,166.11,6127861,27.67,1720480752412.0,2024-07-08 23:19:12.412,2024-07-08 23:19:12,2024-07-08 23:19:00
2038,32582782,569,185.56,6132220,27.34,1720480775782.0,2024-07-08 23:19:35.782,2024-07-08 23:19:35,2024-07-08 23:19:00
2039,32583303,531,160.62,6132413,27.56,1720480776303.0,2024-07-08 23:19:36.303,2024-07-08 23:19:36,2024-07-08 23:19:00
2040,32595270,510,148.47,6134692,27.34,1720480788270.0,2024-07-08 23:19:48.270,2024-07-08 23:19:48,2024-07-08 23:19:00
2041,32622631,504,143.61,6139780,27.67,1720480815631.0,2024-07-08 23:20:15.631,2024-07-08 23:20:15,2024-07-08 23:20:00
2042,32634203,639,249.88,6142044,27.34,1720480827203.0,2024-07-08 23:20:27.203,2024-07-08 23:20:27,2024-07-08 23:20:00
2043,32637855,547,162.22,6142622,27.45,1720480830855.0,2024-07-08 23:20:30.855,2024-07-08 23:20:30,2024-07-08 23:20:00
2044,32647847,556,174.47,6144520,27.67,1720480840847.0,2024-07-08 23:20:40.847,2024-07-08 23:20:40,2024-07-08 23:20:00
2045,32654731,504,143.61,6145853,27.56,1720480847731.0,2024-07-08 23:20:47.731,2024-07-08 23:20:47,2024-07-08 23:20:00
2046,32665255,511,149.39,6147924,27.67,1720480858255.0,2024-07-08 23:20:58.255,2024-07-08 23:20:58,2024-07-08 23:20:00
2047,32682565,83,20.46,6151138,27.45,1720480875565.0,2024-07-08 23:21:15.565,2024-07-08 23:21:15,2024-07-08 23:21:00
2048,32697692,657,260.46,6153927,27.34,1720480890692.0,2024-07-08 23:21:30.692,2024-07-08 23:21:30,2024-07-08 23:21:00
2049,32702706,583,201.26,6154877,27.34,1720480895706.0,2024-07-08 23:21:35.706,2024-07-08 23:21:35,2024-07-08 23:21:00
2050,32706853,547,162.22,6155638,27.56,1720480899853.0,2024-07-08 23:21:39.853,2024-07-08 23:21:39,2024-07-08 23:21:00
2051,32721648,498,140.86,6158486,27.67,1720480914648.0,2024-07-08 23:21:54.648,2024-07-08 23:21:54,2024-07-08 23:21:00
2052,32728538,499,141.24,6159813,27.45,1720480921538.0,2024-07-08 23:22:01.538,2024-07-08 23:22:01,2024-07-08 23:22:00
2053,32730564,768,471.89,6160196,27.45,1720480923564.0,2024-07-08 23:22:03.564,2024-07-08 23:22:03,2024-07-08 23:22:00
2054,32736323,588,183.26,6161337,27.56,1720480929323.0,2024-07-08 23:22:09.323,2024-07-08 23:22:09,2024-07-08 23:22:00
2055,32736554,513,148.53,6161342,27.56,1720480929554.0,2024-07-08 23:22:09.554,2024-07-08 23:22:09,2024-07-08 23:22:00
2056,32744738,639,249.88,6162857,27.45,1720480937738.0,2024-07-08 23:22:17.738,2024-07-08 23:22:17,2024-07-08 23:22:00
2057,32750300,179,30.55,6164000,27.45,1720480943300.0,2024-07-08 23:22:23.300,2024-07-08 23:22:23,2024-07-08 23:22:00
2058,32763724,624,242.54,6166412,27.34,1720480956724.0,2024-07-08 23:22:36.724,2024-07-08 23:22:36,2024-07-08 23:22:00
2059,32789212,604,210.97,6171342,27.77,1720480982212.0,2024-07-08 23:23:02.212,2024-07-08 23:23:02,2024-07-08 23:23:00
2060,32844647,745,421.25,6181759,27.45,1720481037647.0,2024-07-08 23:23:57.647,2024-07-08 23:23:57,2024-07-08 23:23:00
2061,32891714,561,174.17,6190661,27.67,1720481084714.0,2024-07-08 23:24:44.714,2024-07-08 23:24:44,2024-07-08 23:24:00
