Event,RunTime,ADC,SiPM,DownTime,Temp,Time_stamp_ms,Time_stamp,Time_stamp2,Time_stamp3
207,3416231,403,88.99,639986,26.91,1720451609231.0,2024-07-08 15:13:29.231,2024-07-08 15:13:29,2024-07-08 15:13:00
208,3431273,531,160.62,642778,26.91,1720451624273.0,2024-07-08 15:13:44.273,2024-07-08 15:13:44,2024-07-08 15:13:00
209,3437869,760,464.8,643914,27.13,1720451630869.0,2024-07-08 15:13:50.869,2024-07-08 15:13:50,2024-07-08 15:13:00
210,3464687,441,109.77,648988,27.13,1720451657687.0,2024-07-08 15:14:17.687,2024-07-08 15:14:17,2024-07-08 15:14:00
211,3464824,487,132.65,648993,27.13,1720451657824.0,2024-07-08 15:14:17.824,2024-07-08 15:14:17,2024-07-08 15:14:00
212,3472697,537,162.17,650494,26.91,1720451665697.0,2024-07-08 15:14:25.697,2024-07-08 15:14:25,2024-07-08 15:14:00
213,3492851,542,168.67,654248,27.02,1720451685851.0,2024-07-08 15:14:45.851,2024-07-08 15:14:45,2024-07-08 15:14:00
214,3529690,519,154.3,661196,26.91,1720451722690.0,2024-07-08 15:15:22.690,2024-07-08 15:15:22,2024-07-08 15:15:00
215,3530669,551,164.56,661389,27.34,1720451723669.0,2024-07-08 15:15:23.669,2024-07-08 15:15:23,2024-07-08 15:15:00
216,3545301,547,162.22,664213,27.34,1720451738301.0,2024-07-08 15:15:38.301,2024-07-08 15:15:38,2024-07-08 15:15:00
217,3563545,583,201.26,667598,27.34,1720451756545.0,2024-07-08 15:15:56.545,2024-07-08 15:15:56,2024-07-08 15:15:00
218,3575526,537,162.17,669856,27.34,1720451768526.0,2024-07-08 15:16:08.526,2024-07-08 15:16:08,2024-07-08 15:16:00
219,3587517,575,187.3,672113,27.13,1720451780517.0,2024-07-08 15:16:20.517,2024-07-08 15:16:20,2024-07-08 15:16:00
220,3589537,518,151.06,672493,27.34,1720451782537.0,2024-07-08 15:16:22.537,2024-07-08 15:16:22,2024-07-08 15:16:00
221,3595276,595,212.63,673621,27.13,1720451788276.0,2024-07-08 15:16:28.276,2024-07-08 15:16:28,2024-07-08 15:16:00
222,3607487,655,252.34,675876,26.91,1720451800487.0,2024-07-08 15:16:40.487,2024-07-08 15:16:40,2024-07-08 15:16:00
223,3613523,549,171.58,677007,27.13,1720451806523.0,2024-07-08 15:16:46.523,2024-07-08 15:16:46,2024-07-08 15:16:00
224,3636665,448,112.41,681335,27.34,1720451829665.0,2024-07-08 15:17:09.665,2024-07-08 15:17:09,2024-07-08 15:17:00
225,3642953,508,144.95,682463,27.02,1720451835953.0,2024-07-08 15:17:15.953,2024-07-08 15:17:15,2024-07-08 15:17:00
226,3653829,558,172.78,684532,27.13,1720451846829.0,2024-07-08 15:17:26.829,2024-07-08 15:17:26,2024-07-08 15:17:00
227,3688695,492,134.92,691116,27.24,1720451881695.0,2024-07-08 15:18:01.695,2024-07-08 15:18:01,2024-07-08 15:18:00
228,3706489,515,147.53,694484,27.34,1720451899489.0,2024-07-08 15:18:19.489,2024-07-08 15:18:19,2024-07-08 15:18:00
229,3738994,508,144.95,700491,27.13,1720451931994.0,2024-07-08 15:18:51.994,2024-07-08 15:18:51,2024-07-08 15:18:00
230,3749442,481,129.57,702560,27.13,1720451942442.0,2024-07-08 15:19:02.442,2024-07-08 15:19:02,2024-07-08 15:19:00
231,3750402,510,148.47,702751,27.24,1720451943402.0,2024-07-08 15:19:03.402,2024-07-08 15:19:03,2024-07-08 15:19:00
232,3763746,561,174.17,705197,27.34,1720451956746.0,2024-07-08 15:19:16.746,2024-07-08 15:19:16,2024-07-08 15:19:00
233,3805497,639,249.88,713094,27.34,1720451998497.0,2024-07-08 15:19:58.497,2024-07-08 15:19:58,2024-07-08 15:19:00
234,3824899,543,164.77,716668,26.91,1720452017899.0,2024-07-08 15:20:17.899,2024-07-08 15:20:17,2024-07-08 15:20:00
235,3835940,575,187.3,718738,27.02,1720452028940.0,2024-07-08 15:20:28.940,2024-07-08 15:20:28,2024-07-08 15:20:00
236,3840880,312,55.68,719683,27.34,1720452033880.0,2024-07-08 15:20:33.880,2024-07-08 15:20:33,2024-07-08 15:20:00
237,3844602,508,144.95,720427,27.13,1720452037602.0,2024-07-08 15:20:37.602,2024-07-08 15:20:37,2024-07-08 15:20:00
238,3850399,536,160.18,721554,27.02,1720452043399.0,2024-07-08 15:20:43.399,2024-07-08 15:20:43,2024-07-08 15:20:00
239,3863357,526,158.17,723997,26.91,1720452056357.0,2024-07-08 15:20:56.357,2024-07-08 15:20:56,2024-07-08 15:20:00
240,3863568,610,202.52,724002,26.91,1720452056568.0,2024-07-08 15:20:56.568,2024-07-08 15:20:56,2024-07-08 15:20:00
241,3868331,556,174.47,724947,27.34,1720452061331.0,2024-07-08 15:21:01.331,2024-07-08 15:21:01,2024-07-08 15:21:00
242,3874510,658,288.85,726088,27.13,1720452067510.0,2024-07-08 15:21:07.510,2024-07-08 15:21:07,2024-07-08 15:21:00
243,3876600,561,174.17,726468,26.91,1720452069600.0,2024-07-08 15:21:09.600,2024-07-08 15:21:09,2024-07-08 15:21:00
244,3894697,560,175.34,729854,26.91,1720452087697.0,2024-07-08 15:21:27.697,2024-07-08 15:21:27,2024-07-08 15:21:00
245,3910314,561,174.17,732868,27.34,1720452103314.0,2024-07-08 15:21:43.314,2024-07-08 15:21:43,2024-07-08 15:21:00
246,3916726,575,187.3,734001,27.13,1720452109726.0,2024-07-08 15:21:49.726,2024-07-08 15:21:49,2024-07-08 15:21:00
247,3926925,515,147.53,735883,27.34,1720452119925.0,2024-07-08 15:21:59.925,2024-07-08 15:21:59,2024-07-08 15:21:00
248,3927433,543,164.77,736074,27.13,1720452120433.0,2024-07-08 15:22:00.433,2024-07-08 15:22:00,2024-07-08 15:22:00
249,3932383,575,187.3,737016,27.13,1720452125383.0,2024-07-08 15:22:05.383,2024-07-08 15:22:05,2024-07-08 15:22:00
250,3960658,487,132.65,742284,27.34,1720452153658.0,2024-07-08 15:22:33.658,2024-07-08 15:22:33,2024-07-08 15:22:00
251,3965643,830,799.25,743224,27.13,1720452158643.0,2024-07-08 15:22:38.643,2024-07-08 15:22:38,2024-07-08 15:22:00
252,3973610,590,200.72,744726,27.13,1720452166610.0,2024-07-08 15:22:46.610,2024-07-08 15:22:46,2024-07-08 15:22:00
253,3975543,515,147.53,745105,27.34,1720452168543.0,2024-07-08 15:22:48.543,2024-07-08 15:22:48,2024-07-08 15:22:00
254,3984925,728,431.28,746796,27.13,1720452177925.0,2024-07-08 15:22:57.925,2024-07-08 15:22:57,2024-07-08 15:22:00
255,3999957,691,332.16,749624,27.13,1720452192957.0,2024-07-08 15:23:12.957,2024-07-08 15:23:12,2024-07-08 15:23:00
256,4014473,536,160.18,752441,26.81,1720452207473.0,2024-07-08 15:23:27.473,2024-07-08 15:23:27,2024-07-08 15:23:00
257,4018773,556,174.47,753196,27.13,1720452211773.0,2024-07-08 15:23:31.773,2024-07-08 15:23:31,2024-07-08 15:23:00
258,4032287,600,203.87,755826,27.34,1720452225287.0,2024-07-08 15:23:45.287,2024-07-08 15:23:45,2024-07-08 15:23:00
259,4036572,1023,2152.99,756583,27.13,1720452229572.0,2024-07-08 15:23:49.572,2024-07-08 15:23:49,2024-07-08 15:23:00
260,4053836,529,156.43,759781,27.34,1720452246836.0,2024-07-08 15:24:06.836,2024-07-08 15:24:06,2024-07-08 15:24:00
261,4063263,659,253.36,761661,27.24,1720452256263.0,2024-07-08 15:24:16.263,2024-07-08 15:24:16,2024-07-08 15:24:00
262,4064897,655,252.34,761854,27.13,1720452257897.0,2024-07-08 15:24:17.897,2024-07-08 15:24:17,2024-07-08 15:24:00
263,4088434,178,30.4,766363,27.13,1720452281434.0,2024-07-08 15:24:41.434,2024-07-08 15:24:41,2024-07-08 15:24:00
264,4090345,295,51.75,766737,27.13,1720452283345.0,2024-07-08 15:24:43.345,2024-07-08 15:24:43,2024-07-08 15:24:00
265,4100971,487,132.65,768591,27.13,1720452293971.0,2024-07-08 15:24:53.971,2024-07-08 15:24:53,2024-07-08 15:24:00
266,4111245,551,164.56,770653,27.13,1720452304245.0,2024-07-08 15:25:04.245,2024-07-08 15:25:04,2024-07-08 15:25:00
267,4117741,560,175.34,771786,27.13,1720452310741.0,2024-07-08 15:25:10.741,2024-07-08 15:25:10,2024-07-08 15:25:00
268,4120562,521,150.31,772355,27.13,1720452313562.0,2024-07-08 15:25:13.562,2024-07-08 15:25:13,2024-07-08 15:25:00
269,4122786,679,318.29,772737,27.34,1720452315786.0,2024-07-08 15:25:15.786,2024-07-08 15:25:15,2024-07-08 15:25:00
270,4141576,768,471.89,776309,27.34,1720452334576.0,2024-07-08 15:25:34.576,2024-07-08 15:25:34,2024-07-08 15:25:00
271,4154217,504,143.61,778756,27.02,1720452347217.0,2024-07-08 15:25:47.217,2024-07-08 15:25:47,2024-07-08 15:25:00
272,4187299,547,162.22,784953,27.13,1720452380299.0,2024-07-08 15:26:20.299,2024-07-08 15:26:20,2024-07-08 15:26:00
273,4199301,536,160.18,787211,27.34,1720452392301.0,2024-07-08 15:26:32.301,2024-07-08 15:26:32,2024-07-08 15:26:00
274,4214735,817,712.06,790035,27.02,1720452407735.0,2024-07-08 15:26:47.735,2024-07-08 15:26:47,2024-07-08 15:26:00
275,4220297,562,184.71,791167,27.34,1720452413297.0,2024-07-08 15:26:53.297,2024-07-08 15:26:53,2024-07-08 15:26:00
276,4221399,690,313.65,791359,27.13,1720452414399.0,2024-07-08 15:26:54.399,2024-07-08 15:26:54,2024-07-08 15:26:00
277,4226744,551,164.56,792305,27.24,1720452419744.0,2024-07-08 15:26:59.744,2024-07-08 15:26:59,2024-07-08 15:26:00
278,4230929,704,326.52,793061,26.91,1720452423929.0,2024-07-08 15:27:03.929,2024-07-08 15:27:03,2024-07-08 15:27:00
279,4256373,542,168.67,797937,27.13,1720452449373.0,2024-07-08 15:27:29.373,2024-07-08 15:27:29,2024-07-08 15:27:00
280,4273354,543,164.77,801138,26.91,1720452466354.0,2024-07-08 15:27:46.354,2024-07-08 15:27:46,2024-07-08 15:27:00
281,4284935,583,201.26,803213,27.34,1720452477935.0,2024-07-08 15:27:57.935,2024-07-08 15:27:57,2024-07-08 15:27:00
282,4288477,511,149.39,803970,27.13,1720452481477.0,2024-07-08 15:28:01.477,2024-07-08 15:28:01,2024-07-08 15:28:00
283,4298381,499,141.24,805846,27.13,1720452491381.0,2024-07-08 15:28:11.381,2024-07-08 15:28:11,2024-07-08 15:28:00
284,4298556,543,164.77,805851,27.02,1720452491556.0,2024-07-08 15:28:11.556,2024-07-08 15:28:11,2024-07-08 15:28:00
285,4301321,519,154.3,806418,26.91,1720452494321.0,2024-07-08 15:28:14.321,2024-07-08 15:28:14,2024-07-08 15:28:00
286,4309322,608,202.86,807926,27.13,1720452502322.0,2024-07-08 15:28:22.322,2024-07-08 15:28:22,2024-07-08 15:28:00
287,4317408,540,166.11,809438,26.81,1720452510408.0,2024-07-08 15:28:30.408,2024-07-08 15:28:30,2024-07-08 15:28:00
288,4328278,529,156.43,811509,27.13,1720452521278.0,2024-07-08 15:28:41.278,2024-07-08 15:28:41,2024-07-08 15:28:00
289,4395651,531,160.62,824099,26.91,1720452588651.0,2024-07-08 15:29:48.651,2024-07-08 15:29:48,2024-07-08 15:29:00
290,4398554,504,143.61,824667,27.34,1720452591554.0,2024-07-08 15:29:51.554,2024-07-08 15:29:51,2024-07-08 15:29:00
291,4411808,409,91.12,827106,27.34,1720452604808.0,2024-07-08 15:30:04.808,2024-07-08 15:30:04,2024-07-08 15:30:00
292,4418243,440,109.25,828412,27.02,1720452611243.0,2024-07-08 15:30:11.243,2024-07-08 15:30:11,2024-07-08 15:30:00
293,4420476,519,154.3,828789,27.13,1720452613476.0,2024-07-08 15:30:13.476,2024-07-08 15:30:13,2024-07-08 15:30:00
294,4431547,551,164.56,830862,27.34,1720452624547.0,2024-07-08 15:30:24.547,2024-07-08 15:30:24,2024-07-08 15:30:00
295,4460465,515,147.53,836314,27.13,1720452653465.0,2024-07-08 15:30:53.465,2024-07-08 15:30:53,2024-07-08 15:30:00
296,4487699,540,166.11,841363,27.34,1720452680699.0,2024-07-08 15:31:20.699,2024-07-08 15:31:20,2024-07-08 15:31:00
297,4505221,752,487.99,844745,27.13,1720452698221.0,2024-07-08 15:31:38.221,2024-07-08 15:31:38,2024-07-08 15:31:00
298,4508657,547,162.22,845316,26.91,1720452701657.0,2024-07-08 15:31:41.657,2024-07-08 15:31:41,2024-07-08 15:31:00
299,4560581,57,16.93,855086,27.34,1720452753581.0,2024-07-08 15:32:33.581,2024-07-08 15:32:33,2024-07-08 15:32:00
300,4568352,519,154.3,856560,27.13,1720452761352.0,2024-07-08 15:32:41.352,2024-07-08 15:32:41,2024-07-08 15:32:00
301,4572525,671,277.06,857318,27.13,1720452765525.0,2024-07-08 15:32:45.525,2024-07-08 15:32:45,2024-07-08 15:32:00
302,4589697,736,412.77,860508,27.13,1720452782697.0,2024-07-08 15:33:02.697,2024-07-08 15:33:02,2024-07-08 15:33:00
303,4598256,780,538.09,862201,26.91,1720452791256.0,2024-07-08 15:33:11.256,2024-07-08 15:33:11,2024-07-08 15:33:00
304,4599357,508,144.95,862394,27.34,1720452792357.0,2024-07-08 15:33:12.357,2024-07-08 15:33:12,2024-07-08 15:33:00
305,4601694,508,144.95,862772,27.13,1720452794694.0,2024-07-08 15:33:14.694,2024-07-08 15:33:14,2024-07-08 15:33:00
306,4607338,508,144.95,863901,27.13,1720452800338.0,2024-07-08 15:33:20.338,2024-07-08 15:33:20,2024-07-08 15:33:00
307,4628974,591,188.65,867837,27.24,1720452821974.0,2024-07-08 15:33:41.974,2024-07-08 15:33:41,2024-07-08 15:33:00
308,4673628,604,210.97,876300,27.13,1720452866628.0,2024-07-08 15:34:26.628,2024-07-08 15:34:26,2024-07-08 15:34:00
309,4678433,529,156.43,877244,27.34,1720452871433.0,2024-07-08 15:34:31.433,2024-07-08 15:34:31,2024-07-08 15:34:00
310,4742235,510,148.47,889266,27.02,1720452935235.0,2024-07-08 15:35:35.235,2024-07-08 15:35:35,2024-07-08 15:35:00
311,4743357,732,451.17,889458,27.34,1720452936357.0,2024-07-08 15:35:36.357,2024-07-08 15:35:36,2024-07-08 15:35:00
312,4773307,615,227.36,895102,27.24,1720452966307.0,2024-07-08 15:36:06.307,2024-07-08 15:36:06,2024-07-08 15:36:00
313,4798570,583,201.26,899796,27.02,1720452991570.0,2024-07-08 15:36:31.570,2024-07-08 15:36:31,2024-07-08 15:36:00
314,4909937,745,421.25,920640,27.13,1720453102937.0,2024-07-08 15:38:22.937,2024-07-08 15:38:22,2024-07-08 15:38:00
315,4914411,262,45.24,921584,27.13,1720453107411.0,2024-07-08 15:38:27.411,2024-07-08 15:38:27,2024-07-08 15:38:00
316,4918396,453,113.81,922328,27.34,1720453111396.0,2024-07-08 15:38:31.396,2024-07-08 15:38:31,2024-07-08 15:38:00
317,4967397,536,160.18,931477,27.34,1720453160397.0,2024-07-08 15:39:20.397,2024-07-08 15:39:20,2024-07-08 15:39:00
318,4968991,655,252.34,931672,27.34,1720453161991.0,2024-07-08 15:39:21.991,2024-07-08 15:39:21,2024-07-08 15:39:00
319,4969999,531,160.62,931864,27.13,1720453162999.0,2024-07-08 15:39:22.999,2024-07-08 15:39:22,2024-07-08 15:39:00
320,4976498,568,189.84,933181,27.34,1720453169498.0,2024-07-08 15:39:29.498,2024-07-08 15:39:29,2024-07-08 15:39:00
321,4999542,581,201.8,937512,27.13,1720453192542.0,2024-07-08 15:39:52.542,2024-07-08 15:39:52,2024-07-08 15:39:00
322,5010331,521,150.31,939581,27.34,1720453203331.0,2024-07-08 15:40:03.331,2024-07-08 15:40:03,2024-07-08 15:40:00
323,5013821,537,162.17,940152,27.34,1720453206821.0,2024-07-08 15:40:06.821,2024-07-08 15:40:06,2024-07-08 15:40:00
324,5034791,81,20.25,944104,27.34,1720453227791.0,2024-07-08 15:40:27.791,2024-07-08 15:40:27,2024-07-08 15:40:00
325,5037248,575,187.3,944659,27.13,1720453230248.0,2024-07-08 15:40:30.248,2024-07-08 15:40:30,2024-07-08 15:40:00
326,5087558,519,154.3,954043,27.34,1720453280558.0,2024-07-08 15:41:20.558,2024-07-08 15:41:20,2024-07-08 15:41:00
327,5088906,543,164.77,954237,27.13,1720453281906.0,2024-07-08 15:41:21.906,2024-07-08 15:41:21,2024-07-08 15:41:00
328,5100516,1023,2152.99,956493,27.13,1720453293516.0,2024-07-08 15:41:33.516,2024-07-08 15:41:33,2024-07-08 15:41:00
329,5112209,531,160.62,958753,27.45,1720453305209.0,2024-07-08 15:41:45.209,2024-07-08 15:41:45,2024-07-08 15:41:00
330,5116935,550,172.2,959510,27.45,1720453309935.0,2024-07-08 15:41:49.935,2024-07-08 15:41:49,2024-07-08 15:41:00
331,5122402,542,168.67,960643,27.02,1720453315402.0,2024-07-08 15:41:55.402,2024-07-08 15:41:55,2024-07-08 15:41:00
332,5135919,508,144.95,963089,27.34,1720453328919.0,2024-07-08 15:42:08.919,2024-07-08 15:42:08,2024-07-08 15:42:00
333,5199251,543,164.77,975091,27.34,1720453392251.0,2024-07-08 15:43:12.251,2024-07-08 15:43:12,2024-07-08 15:43:00
334,5229708,543,164.77,980727,27.13,1720453422708.0,2024-07-08 15:43:42.708,2024-07-08 15:43:42,2024-07-08 15:43:00
335,5253944,608,202.86,985237,27.13,1720453446944.0,2024-07-08 15:44:06.944,2024-07-08 15:44:06,2024-07-08 15:44:00
336,5271965,537,162.17,988634,27.34,1720453464965.0,2024-07-08 15:44:24.965,2024-07-08 15:44:24,2024-07-08 15:44:00
337,5279345,419,97.2,990138,27.13,1720453472345.0,2024-07-08 15:44:32.345,2024-07-08 15:44:32,2024-07-08 15:44:00
338,5330861,504,143.61,999608,27.34,1720453523861.0,2024-07-08 15:45:23.861,2024-07-08 15:45:23,2024-07-08 15:45:00
339,5341778,780,538.09,1001682,27.34,1720453534778.0,2024-07-08 15:45:34.778,2024-07-08 15:45:34,2024-07-08 15:45:00
340,5352829,600,203.87,1003757,27.34,1720453545829.0,2024-07-08 15:45:45.829,2024-07-08 15:45:45,2024-07-08 15:45:00
341,5374858,295,51.75,1007899,27.34,1720453567858.0,2024-07-08 15:46:07.858,2024-07-08 15:46:07,2024-07-08 15:46:00
342,5395344,780,538.09,1011782,27.34,1720453588344.0,2024-07-08 15:46:28.344,2024-07-08 15:46:28,2024-07-08 15:46:00
343,5399951,511,149.39,1012537,27.34,1720453592951.0,2024-07-08 15:46:32.951,2024-07-08 15:46:32,2024-07-08 15:46:00
344,5403702,588,183.26,1013296,27.34,1720453596702.0,2024-07-08 15:46:36.702,2024-07-08 15:46:36,2024-07-08 15:46:00
345,5434325,743,466.23,1019125,27.13,1720453627325.0,2024-07-08 15:47:07.325,2024-07-08 15:47:07,2024-07-08 15:47:00
346,5459295,505,145.23,1023822,27.34,1720453652295.0,2024-07-08 15:47:32.295,2024-07-08 15:47:32,2024-07-08 15:47:00
347,5470731,92,21.32,1025882,27.34,1720453663731.0,2024-07-08 15:47:43.731,2024-07-08 15:47:43,2024-07-08 15:47:00
348,5480803,524,150.73,1027721,27.34,1720453673803.0,2024-07-08 15:47:53.803,2024-07-08 15:47:53,2024-07-08 15:47:00
349,5495281,537,162.17,1030539,27.34,1720453688281.0,2024-07-08 15:48:08.281,2024-07-08 15:48:08,2024-07-08 15:48:00
350,5512345,563,181.65,1033739,27.13,1720453705345.0,2024-07-08 15:48:25.345,2024-07-08 15:48:25,2024-07-08 15:48:00
351,5553292,670,272.62,1041447,27.34,1720453746292.0,2024-07-08 15:49:06.292,2024-07-08 15:49:06,2024-07-08 15:49:00
352,5576986,560,175.34,1045773,26.91,1720453769986.0,2024-07-08 15:49:29.986,2024-07-08 15:49:29,2024-07-08 15:49:00
353,5581622,664,270.86,1046715,27.13,1720453774622.0,2024-07-08 15:49:34.622,2024-07-08 15:49:34,2024-07-08 15:49:00
354,5629702,496,144.49,1055740,27.34,1720453822702.0,2024-07-08 15:50:22.702,2024-07-08 15:50:22,2024-07-08 15:50:00
355,5645665,569,185.56,1058744,27.13,1720453838665.0,2024-07-08 15:50:38.665,2024-07-08 15:50:38,2024-07-08 15:50:00
356,5702646,611,211.89,1069465,27.34,1720453895646.0,2024-07-08 15:51:35.646,2024-07-08 15:51:35,2024-07-08 15:51:00
357,5710871,487,132.65,1070975,27.34,1720453903871.0,2024-07-08 15:51:43.871,2024-07-08 15:51:43,2024-07-08 15:51:00
358,5738852,624,242.54,1076207,27.34,1720453931852.0,2024-07-08 15:52:11.852,2024-07-08 15:52:11,2024-07-08 15:52:00
359,5746480,551,164.56,1077715,27.34,1720453939480.0,2024-07-08 15:52:19.480,2024-07-08 15:52:19,2024-07-08 15:52:00
360,5753722,487,132.65,1079037,27.13,1720453946722.0,2024-07-08 15:52:26.722,2024-07-08 15:52:26,2024-07-08 15:52:00
361,5753821,615,227.36,1079042,27.34,1720453946821.0,2024-07-08 15:52:26.821,2024-07-08 15:52:26,2024-07-08 15:52:00
362,5768586,846,716.67,1081865,27.34,1720453961586.0,2024-07-08 15:52:41.586,2024-07-08 15:52:41,2024-07-08 15:52:00
363,5768858,540,166.11,1081870,27.34,1720453961858.0,2024-07-08 15:52:41.858,2024-07-08 15:52:41,2024-07-08 15:52:00
364,5796686,563,181.65,1087136,27.02,1720453989686.0,2024-07-08 15:53:09.686,2024-07-08 15:53:09,2024-07-08 15:53:00
365,5801875,515,147.53,1088080,27.34,1720453994875.0,2024-07-08 15:53:14.875,2024-07-08 15:53:14,2024-07-08 15:53:00
366,5803926,579,187.32,1088458,27.13,1720453996926.0,2024-07-08 15:53:16.926,2024-07-08 15:53:16,2024-07-08 15:53:00
367,5805970,440,109.25,1088838,27.34,1720453998970.0,2024-07-08 15:53:18.970,2024-07-08 15:53:18,2024-07-08 15:53:00
368,5807904,700,294.28,1089214,27.13,1720454000904.0,2024-07-08 15:53:20.904,2024-07-08 15:53:20,2024-07-08 15:53:00
369,5809516,494,141.37,1089594,27.13,1720454002516.0,2024-07-08 15:53:22.516,2024-07-08 15:53:22,2024-07-08 15:53:00
370,5816930,688,328.69,1090912,27.13,1720454009930.0,2024-07-08 15:53:29.930,2024-07-08 15:53:29,2024-07-08 15:53:00
371,5836680,496,144.49,1094671,27.34,1720454029680.0,2024-07-08 15:53:49.680,2024-07-08 15:53:49,2024-07-08 15:53:00
372,5851861,510,148.47,1097482,27.13,1720454044861.0,2024-07-08 15:54:04.861,2024-07-08 15:54:04,2024-07-08 15:54:00
373,5887780,728,431.28,1104222,27.34,1720454080780.0,2024-07-08 15:54:40.780,2024-07-08 15:54:40,2024-07-08 15:54:00
374,5889381,551,164.56,1104601,27.13,1720454082381.0,2024-07-08 15:54:42.381,2024-07-08 15:54:42,2024-07-08 15:54:00
375,5910934,524,150.73,1108548,27.34,1720454103934.0,2024-07-08 15:55:03.934,2024-07-08 15:55:03,2024-07-08 15:55:00
376,5968485,568,189.84,1119450,27.34,1720454161485.0,2024-07-08 15:56:01.485,2024-07-08 15:56:01,2024-07-08 15:56:00
377,5969961,304,53.73,1119646,27.13,1720454162961.0,2024-07-08 15:56:02.961,2024-07-08 15:56:02,2024-07-08 15:56:00
378,5982772,691,332.16,1122060,27.13,1720454175772.0,2024-07-08 15:56:15.772,2024-07-08 15:56:15,2024-07-08 15:56:00
379,5985835,704,326.52,1122631,27.34,1720454178835.0,2024-07-08 15:56:18.835,2024-07-08 15:56:18,2024-07-08 15:56:00
380,5990681,547,162.22,1123572,27.34,1720454183681.0,2024-07-08 15:56:23.681,2024-07-08 15:56:23,2024-07-08 15:56:00
381,6022610,583,201.26,1129581,27.13,1720454215610.0,2024-07-08 15:56:55.610,2024-07-08 15:56:55,2024-07-08 15:56:00
382,6040680,582,193.83,1132970,27.24,1720454233680.0,2024-07-08 15:57:13.680,2024-07-08 15:57:13,2024-07-08 15:57:00
383,6042919,524,150.73,1133350,27.34,1720454235919.0,2024-07-08 15:57:15.919,2024-07-08 15:57:15,2024-07-08 15:57:00
384,6046452,768,471.89,1134106,26.91,1720454239452.0,2024-07-08 15:57:19.452,2024-07-08 15:57:19,2024-07-08 15:57:00
385,6056794,579,187.32,1135992,27.13,1720454249794.0,2024-07-08 15:57:29.794,2024-07-08 15:57:29,2024-07-08 15:57:00
386,6070447,604,210.97,1138624,27.13,1720454263447.0,2024-07-08 15:57:43.447,2024-07-08 15:57:43,2024-07-08 15:57:00
387,6077488,513,148.53,1139948,27.34,1720454270488.0,2024-07-08 15:57:50.488,2024-07-08 15:57:50,2024-07-08 15:57:00
388,6078744,582,193.83,1140140,27.45,1720454271744.0,2024-07-08 15:57:51.744,2024-07-08 15:57:51,2024-07-08 15:57:00
389,6084864,498,140.86,1141272,27.45,1720454277864.0,2024-07-08 15:57:57.864,2024-07-08 15:57:57,2024-07-08 15:57:00
390,6095327,511,149.39,1143330,27.34,1720454288327.0,2024-07-08 15:58:08.327,2024-07-08 15:58:08,2024-07-08 15:58:00
